CustomerID,Recency,Frequency,Monetary,AOV,Cluster_ID,Cluster_Tier,R_Score,F_Score,M_Score,RFM_Composite,Business_Segment,Recommended_Action
12681,280,1,24.49,24.49,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12682,21,8,158.64,19.83,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12683,173,1,13.44,13.44,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12684,287,2,25.0,12.5,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
12687,56,2,36.42,18.21,1,Cluster_1,3,2,3,323,Needs Attention,Personalized re-activation email with product recommendations
12689,279,1,6.48,6.48,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12690,27,1,15.05,15.05,1,Cluster_1,4,1,1,411,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12691,163,2,21.14,10.57,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
12692,7,2,36.12,18.06,2,Cluster_2,5,2,2,522,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12695,49,1,3.74,3.74,1,Cluster_1,3,1,1,311,Needs Attention,Personalized re-activation email with product recommendations
12696,32,4,48.75,12.19,0,Cluster_3,4,4,3,443,Champions,"VIP concierge access, early product drops, loyalty rewards"
12697,1,5,105.86,21.17,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12698,62,1,24.89,24.89,1,Cluster_1,3,1,2,312,Needs Attention,Personalized re-activation email with product recommendations
12699,131,1,13.14,13.14,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12701,48,2,23.73,11.86,1,Cluster_1,3,2,2,322,Needs Attention,Personalized re-activation email with product recommendations
12704,25,21,401.99,19.14,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12705,61,5,56.13,11.23,0,Cluster_3,3,4,3,343,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12706,30,4,129.69,32.42,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12707,219,1,21.04,21.04,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12709,290,1,19.28,19.28,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12710,20,14,270.14,19.3,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12711,142,1,2.03,2.03,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12712,21,21,448.85,21.37,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12713,23,8,121.63,15.2,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
12714,33,1,22.83,22.83,1,Cluster_1,3,1,2,312,Needs Attention,Personalized re-activation email with product recommendations
12719,116,1,3.48,3.48,1,Cluster_1,2,1,1,211,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12720,261,1,43.44,43.44,1,Cluster_1,1,1,3,113,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12721,164,1,2.66,2.66,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12722,25,7,100.3,14.33,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12724,13,8,143.61,17.95,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12727,1,3,16.3,5.43,2,Cluster_2,5,3,1,531,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12728,45,4,111.07,27.77,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12729,20,13,146.06,11.24,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12730,91,3,43.43,14.48,1,Cluster_1,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
12731,7,4,59.99,15.0,2,Cluster_2,5,4,3,543,Champions,"VIP concierge access, early product drops, loyalty rewards"
12734,83,5,79.24,15.85,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12735,120,4,77.1,19.27,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12736,8,47,785.52,16.71,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12737,32,1,27.16,27.16,1,Cluster_1,4,1,2,412,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12738,241,1,42.0,42.0,1,Cluster_1,1,1,3,113,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12739,79,6,139.87,23.31,0,Cluster_3,2,4,5,245,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12740,42,2,51.82,25.91,0,Cluster_3,3,2,3,323,Needs Attention,Personalized re-activation email with product recommendations
12741,3,11,146.47,13.32,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12742,59,5,102.71,20.54,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12743,39,2,41.75,20.88,0,Cluster_3,3,2,3,323,Needs Attention,Personalized re-activation email with product recommendations
12744,173,2,42.67,21.34,1,Cluster_1,1,2,3,123,Hibernating,Low-cost email engagement test; purge if no response in 60d
12745,97,3,27.57,9.19,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
12747,21,10,172.31,17.23,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12748,32,2,25.54,12.77,1,Cluster_1,4,2,2,422,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12749,2,6,102.18,17.03,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12751,19,5,73.02,14.6,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12754,17,6,109.27,18.21,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12756,38,1,14.76,14.76,1,Cluster_1,3,1,1,311,Needs Attention,Personalized re-activation email with product recommendations
12757,6,23,380.22,16.53,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12758,4,18,341.3,18.96,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12760,137,1,19.31,19.31,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12762,18,1,20.02,20.02,2,Cluster_2,4,1,2,412,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12763,4,1,11.55,11.55,2,Cluster_2,5,1,1,511,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12764,67,2,11.34,5.67,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
12765,40,4,37.03,9.26,0,Cluster_3,3,4,3,343,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12766,63,7,88.56,12.65,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12767,9,3,43.97,14.66,2,Cluster_2,5,3,3,533,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12772,203,1,35.02,35.02,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12773,30,9,211.88,23.54,0,Cluster_3,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12774,72,2,29.74,14.87,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
12777,30,8,136.07,17.01,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
12778,189,1,23.48,23.48,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12780,64,2,47.51,23.76,1,Cluster_1,3,2,3,323,Needs Attention,Personalized re-activation email with product recommendations
12781,111,3,69.59,23.2,0,Cluster_3,2,3,4,234,Hibernating,Low-cost email engagement test; purge if no response in 60d
12783,178,3,47.53,15.84,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
12784,8,5,57.17,11.43,2,Cluster_2,5,4,3,543,Champions,"VIP concierge access, early product drops, loyalty rewards"
12787,11,51,919.13,18.02,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12790,94,2,41.04,20.52,1,Cluster_1,2,2,3,223,Hibernating,Low-cost email engagement test; purge if no response in 60d
12791,8,15,339.62,22.64,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12792,19,34,555.95,16.35,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12793,54,6,46.14,7.69,0,Cluster_3,3,4,3,343,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12796,55,2,27.89,13.94,1,Cluster_1,3,2,2,322,Needs Attention,Personalized re-activation email with product recommendations
12798,34,2,11.93,5.96,1,Cluster_1,3,2,1,321,Needs Attention,Personalized re-activation email with product recommendations
12799,61,6,118.66,19.78,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12801,97,1,34.62,34.62,1,Cluster_1,2,1,2,212,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12803,109,1,10.42,10.42,1,Cluster_1,2,1,1,211,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12807,68,2,36.15,18.08,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
12808,24,3,51.97,17.32,0,Cluster_3,4,3,3,433,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12809,136,1,28.44,28.44,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12810,13,11,123.07,11.19,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
12811,5,1,15.41,15.41,2,Cluster_2,5,1,1,511,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12813,58,6,148.61,24.77,0,Cluster_3,3,4,5,345,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12814,5,3,49.11,16.37,2,Cluster_2,5,3,3,533,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12815,10,22,460.8,20.95,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12817,23,19,352.67,18.56,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12819,6,9,168.52,18.72,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12820,64,2,54.71,27.36,1,Cluster_1,3,2,3,323,Needs Attention,Personalized re-activation email with product recommendations
12821,9,66,1226.75,18.59,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12823,39,1,23.44,23.44,1,Cluster_1,3,1,2,312,Needs Attention,Personalized re-activation email with product recommendations
12824,9,27,429.62,15.91,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12825,41,4,36.11,9.03,0,Cluster_3,3,4,2,342,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12826,66,4,96.9,24.22,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12827,5,4,70.49,17.62,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12828,177,1,25.46,25.46,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12829,96,3,42.07,14.02,1,Cluster_1,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
12830,55,4,60.5,15.12,0,Cluster_3,3,4,3,343,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12831,39,7,127.96,18.28,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12834,10,14,180.05,12.86,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12835,40,14,232.88,16.63,0,Cluster_3,3,5,5,355,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
12836,153,3,74.9,24.97,0,Cluster_3,1,3,4,134,Hibernating,Low-cost email engagement test; purge if no response in 60d
12837,176,1,39.94,39.94,1,Cluster_1,1,1,3,113,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12840,52,2,21.81,10.9,1,Cluster_1,3,3,2,332,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12841,51,1,16.77,16.77,1,Cluster_1,3,1,1,311,Needs Attention,Personalized re-activation email with product recommendations
12842,226,1,42.96,42.96,1,Cluster_1,1,1,3,113,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12844,11,28,496.38,17.73,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12845,2,47,834.09,17.75,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12846,36,3,18.56,6.19,1,Cluster_1,3,3,2,332,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12847,24,5,86.16,17.23,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12848,19,1,4.18,4.18,1,Cluster_1,4,1,1,411,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12849,50,3,52.64,17.55,0,Cluster_3,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12850,53,5,124.75,24.95,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12852,45,11,192.57,17.51,0,Cluster_3,3,5,5,355,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
12853,46,3,37.59,12.53,0,Cluster_3,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12854,1,15,304.34,20.29,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12855,19,5,77.61,15.52,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12857,65,3,99.49,33.16,0,Cluster_3,2,3,4,234,Hibernating,Low-cost email engagement test; purge if no response in 60d
12858,11,17,261.79,15.4,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12859,5,5,67.09,13.42,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12863,54,3,60.76,20.25,0,Cluster_3,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12864,3,40,790.31,19.76,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12866,75,2,24.82,12.41,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
12867,68,2,55.23,27.62,1,Cluster_1,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
12868,4,25,505.45,20.22,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12869,71,5,54.56,10.91,0,Cluster_3,2,4,3,243,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12870,1,7,129.86,18.55,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12871,28,3,33.77,11.26,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12872,17,5,68.95,13.79,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12873,21,2,33.36,16.68,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12875,40,7,130.49,18.64,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12876,1,4,84.61,21.15,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12877,1,584,10309.65,17.65,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12878,1,117,1900.32,16.24,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12879,24,3,18.97,6.32,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12880,251,1,3.44,3.44,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12881,1,19,295.02,15.53,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12882,38,8,140.25,17.53,0,Cluster_3,3,5,5,355,Mid-Market Regulars,"Standard promo calendar, threshold-based free shipping"
12883,174,1,14.82,14.82,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12884,167,1,4.98,4.98,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12886,10,21,395.59,18.84,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12887,51,5,56.43,11.29,0,Cluster_3,3,4,3,343,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12889,75,5,115.79,23.16,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12890,100,1,16.54,16.54,1,Cluster_1,2,1,1,211,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12891,140,1,8.19,8.19,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12893,103,3,53.91,17.97,0,Cluster_3,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
12894,182,1,30.15,30.15,1,Cluster_1,1,1,2,112,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12895,113,6,91.13,15.19,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12896,33,1,16.7,16.7,1,Cluster_1,3,1,1,311,Needs Attention,Personalized re-activation email with product recommendations
12897,34,7,143.11,20.44,0,Cluster_3,3,4,5,345,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12898,49,2,25.13,12.56,1,Cluster_1,3,3,2,332,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12899,24,3,35.34,11.78,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12900,27,6,129.01,21.5,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12902,165,1,3.86,3.86,1,Cluster_1,1,1,1,111,Lost / Inactive,Exclude from paid acquisition remarketing to conserve budget
12904,24,5,68.56,13.71,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12905,20,4,55.94,13.98,0,Cluster_3,4,4,3,443,Champions,"VIP concierge access, early product drops, loyalty rewards"
12906,23,4,66.88,16.72,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12911,37,5,100.97,20.19,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12912,53,3,50.29,16.76,0,Cluster_3,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12913,31,1,9.93,9.93,1,Cluster_1,4,2,1,421,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12914,7,4,87.14,21.78,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
12916,2,4,39.96,9.99,2,Cluster_2,5,4,3,543,Champions,"VIP concierge access, early product drops, loyalty rewards"
12917,87,4,94.67,23.67,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12918,32,2,71.95,35.98,0,Cluster_3,4,3,4,434,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12919,105,1,1.75,1.75,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
12920,84,7,131.94,18.85,0,Cluster_3,2,4,4,244,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12921,16,18,323.42,17.97,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12923,6,13,258.96,19.92,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12926,23,2,23.0,11.5,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12927,5,34,711.51,20.93,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
12928,251,1,21.95,21.95,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
12930,115,1,9.26,9.26,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
12933,227,1,7.88,7.88,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
12937,54,2,9.26,4.63,1,Cluster_1,3,3,1,331,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12938,80,1,2.11,2.11,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
12940,25,13,249.58,19.2,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
12941,98,1,10.32,10.32,1,Cluster_1,2,2,1,221,Hibernating,Low-cost email engagement test; purge if no response in 60d
12942,15,1,14.67,14.67,2,Cluster_2,4,2,1,421,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12952,201,1,12.4,12.4,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
12953,25,2,57.46,28.73,2,Cluster_2,4,3,3,433,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12954,149,2,48.74,24.37,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
12955,50,1,8.81,8.81,1,Cluster_1,3,2,1,321,Needs Attention,Personalized re-activation email with product recommendations
12957,21,7,155.01,22.14,0,Cluster_3,4,4,5,445,Champions,"VIP concierge access, early product drops, loyalty rewards"
12958,116,1,25.64,25.64,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
12960,136,4,82.14,20.54,0,Cluster_3,1,4,4,144,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12961,74,10,235.34,23.53,0,Cluster_3,2,5,5,255,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12964,15,6,131.32,21.89,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
12965,38,6,125.93,20.99,0,Cluster_3,3,4,4,344,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12966,54,1,13.2,13.2,1,Cluster_1,3,2,1,321,Needs Attention,Personalized re-activation email with product recommendations
12967,104,1,25.36,25.36,1,Cluster_1,2,2,2,222,Hibernating,Low-cost email engagement test; purge if no response in 60d
12968,170,1,31.1,31.1,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
12969,40,1,11.7,11.7,1,Cluster_1,3,2,1,321,Needs Attention,Personalized re-activation email with product recommendations
12971,109,1,36.85,36.85,1,Cluster_1,2,2,3,223,Hibernating,Low-cost email engagement test; purge if no response in 60d
12972,9,2,43.0,21.5,2,Cluster_2,5,3,3,533,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12973,116,4,47.9,11.98,0,Cluster_3,2,4,3,243,At Risk (High Value),"Direct retention outreach, aggressive win-back discount"
12974,202,1,3.18,3.18,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
12976,228,1,22.07,22.07,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
12977,4,9,122.77,13.64,3,Cluster_4,5,5,4,554,Champions,"VIP concierge access, early product drops, loyalty rewards"
12978,14,2,59.59,29.8,2,Cluster_2,4,3,3,433,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12979,54,2,43.59,21.8,1,Cluster_1,3,3,3,333,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12981,237,1,4.16,4.16,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
12982,215,1,4.6,4.6,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
12983,12,1,20.57,20.57,2,Cluster_2,5,2,2,522,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12984,64,1,17.11,17.11,1,Cluster_1,3,2,1,321,Needs Attention,Personalized re-activation email with product recommendations
12987,26,2,22.26,11.13,2,Cluster_2,4,3,2,432,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12989,38,2,34.6,17.3,1,Cluster_1,3,3,2,332,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12991,14,11,104.3,9.48,0,Cluster_3,4,5,4,454,Champions,"VIP concierge access, early product drops, loyalty rewards"
12992,22,3,47.69,15.9,2,Cluster_2,4,3,3,433,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12993,9,3,52.36,17.45,2,Cluster_2,5,3,3,533,Loyal Customers,"Category expansion, upsell incentives, referral programs"
12994,92,2,32.54,16.27,1,Cluster_1,2,3,2,232,Hibernating,Low-cost email engagement test; purge if no response in 60d
12996,10,1,18.61,18.61,2,Cluster_2,5,2,2,522,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12997,4,1,15.62,15.62,2,Cluster_2,5,2,1,521,Recent Converts / Promising,"Onboarding nurture stream, time-limited 2nd-order voucher"
12998,235,1,21.27,21.27,1,Cluster_1,1,2,2,122,Hibernating,Low-cost email engagement test; purge if no response in 60d
12999,36,7,139.95,19.99,0,Cluster_3,3,4,5,345,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13000,43,3,78.13,26.04,0,Cluster_3,3,3,4,334,Loyal Customers,"Category expansion, upsell incentives, referral programs"
13003,77,2,48.55,24.28,1,Cluster_1,2,3,3,233,Hibernating,Low-cost email engagement test; purge if no response in 60d
13004,14,6,88.71,14.79,0,Cluster_3,4,4,4,444,Champions,"VIP concierge access, early product drops, loyalty rewards"
13006,272,1,14.92,14.92,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13007,1,38,711.8,18.73,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13008,130,2,33.81,16.9,1,Cluster_1,1,3,2,132,Hibernating,Low-cost email engagement test; purge if no response in 60d
13017,7,8,119.76,14.97,0,Cluster_3,5,5,4,554,Champions,"VIP concierge access, early product drops, loyalty rewards"
13020,174,2,40.43,20.22,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
13021,2,29,475.84,16.41,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13024,18,21,368.07,17.53,3,Cluster_4,4,5,5,455,Champions,"VIP concierge access, early product drops, loyalty rewards"
13025,8,9,164.98,18.33,3,Cluster_4,5,5,5,555,Champions,"VIP concierge access, early product drops, loyalty rewards"
13026,5,5,111.22,22.24,2,Cluster_2,5,4,4,544,Champions,"VIP concierge access, early product drops, loyalty rewards"
13028,301,1,10.23,10.23,1,Cluster_1,1,2,1,121,Hibernating,Low-cost email engagement test; purge if no response in 60d
13029,134,2,39.5,19.75,1,Cluster_1,1,3,3,133,Hibernating,Low-cost email engagement test; purge if no response in 60d
